case_id,case_outcome,case_title,case_text
Case416,cited,Comcare Australia v Mathieson (2004) 79 ALD 518,It is important when considering the extent of the Tribunal's obligations under s 43 to have regard to the words of the section. The primary obligation imposed on the Tribunal by the section is to 'give reasons ... for its decision'. They must include but are not limited to its findings on material questions of fact and reference to the evidence on which those findings are based. It must be possible '... to discern from the reasons given the actual reasoning process adopted ...' Comcare Australia v Mathieson (2004) 79 ALD 518 at [61] per Weinberg J.
Case417,cited,Minister for Immigration and Multicultural Affairs v Yusuf [2001] HCA 30 ; (2001) 206 CLR 323,"The grounds of appeal, as set out in the notice, are as follows: '4.1 The Tribunal erred in law in that, by failing to include in its reasons its findings on material questions of fact, a reference to the evidence or other material on which those findings were based, and the reasons for: 4.1.1 its decision that Mr Homewood would be destitute within six months (paragraph 55); 4.1.2 the basis on which the Tribunal reconciled that decision with the finding (paragraph 54) that Mr Homewood had available assets that would realise between $48,000 and $58,000 [sic] ; and 4.1.3 the Tribunal's decision that the appropriate part of the compensation payment received by Mr Homewood that should be treated as not having been made was the part that would lead to the preclusion period ending on 1 July 2006 instead of 18 October 2022 (paragraph 56) the Tribunal failed to provide reasons for its decision, in contravention of the requirements of s 43(2) and (2B) of the AAT Act.' 14 The Tribunal commenced its reasons by noting the agreement by the parties that the date of the accident, 3 February 1993, the amount of the compensation payment, $1,250,000, and the calculation of the preclusion period, 3 February 1993 to 18 October 2022, were not in dispute. It then said (at [4]): 'The issue in contention was whether special circumstances existed that would make it appropriate to treat the compensation payment either in whole or part as not having been made.' 15 The Tribunal reviewed Mr Homewood's evidence. It dealt with that evidence largely by setting out his responses to various documentary exhibits put to him. The exhibits were not always identified with clarity. 38 The present case is not about a failure on the part of the Tribunal to include in its reasons the findings on material questions of fact which it has made. Nor is it a complaint that the Tribunal has failed to refer to the evidence on which those findings were based. Many of the reported cases involve claims of that kind of failure see Minister for Immigration and Multicultural Affairs v Yusuf [2001] HCA 30 ; (2001) 206 CLR 323 at 331-332 (Gleeson J), 338 (Gaudron J), 346 (McHugh, Gummow and Hayne JJ) cf 367 (Kirby J)."
Case418,cited,Brackenreg v Comcare Australia (1995) 56 FCR 335,"As Sheppard J said in Brackenreg v Comcare Australia (1995) 56 FCR 335 (at 349): 'Although the obligations to state the findings of fact and the evidence upon which those findings were based are related to the obligation to give reasons, they are independent and separate obligations.' That statement neatly identifies what might be called the tripartite nature of the obligation under s 43. It is an obligation: (i) to give reasons; (ii) to include in its reasons its findings on material questions of fact; (iii) to include in its reasons reference to the evidence or other material on which those findings are based. Brackenreg was a case in which the Tribunal was found not to have discharged its duty to refer to the evidence on which its findings of fact were made at 352. In Dixon v Repatriation Commission (1999) 29 AAR 235, Wilcox J said of s 43 that it required (at [14]) '... findings, on the substantial issues raised by the case, in terms sufficiently explicit to enable the parties to understand why the decision went the way it did... The question always is whether the decision maker has revealed his or her findings and conclusions.' See also Hawkins v Comcare [2001] FCA 726 ; (2001) 115 FCR 127 at 142 per von Doussa J."
Case419,cited,Dixon v Repatriation Commission (1999) 29 AAR 235,"As Sheppard J said in Brackenreg v Comcare Australia (1995) 56 FCR 335 (at 349): 'Although the obligations to state the findings of fact and the evidence upon which those findings were based are related to the obligation to give reasons, they are independent and separate obligations.' That statement neatly identifies what might be called the tripartite nature of the obligation under s 43. It is an obligation: (i) to give reasons; (ii) to include in its reasons its findings on material questions of fact; (iii) to include in its reasons reference to the evidence or other material on which those findings are based. Brackenreg was a case in which the Tribunal was found not to have discharged its duty to refer to the evidence on which its findings of fact were made at 352. In Dixon v Repatriation Commission (1999) 29 AAR 235, Wilcox J said of s 43 that it required (at [14]) '... findings, on the substantial issues raised by the case, in terms sufficiently explicit to enable the parties to understand why the decision went the way it did... The question always is whether the decision maker has revealed his or her findings and conclusions.' See also Hawkins v Comcare [2001] FCA 726 ; (2001) 115 FCR 127 at 142 per von Doussa J."
Case420,cited,Hawkins v Comcare [2001] FCA 726 ; (2001) 115 FCR 127,"As Sheppard J said in Brackenreg v Comcare Australia (1995) 56 FCR 335 (at 349): 'Although the obligations to state the findings of fact and the evidence upon which those findings were based are related to the obligation to give reasons, they are independent and separate obligations.' That statement neatly identifies what might be called the tripartite nature of the obligation under s 43. It is an obligation: (i) to give reasons; (ii) to include in its reasons its findings on material questions of fact; (iii) to include in its reasons reference to the evidence or other material on which those findings are based. Brackenreg was a case in which the Tribunal was found not to have discharged its duty to refer to the evidence on which its findings of fact were made at 352. In Dixon v Repatriation Commission (1999) 29 AAR 235, Wilcox J said of s 43 that it required (at [14]) '... findings, on the substantial issues raised by the case, in terms sufficiently explicit to enable the parties to understand why the decision went the way it did... The question always is whether the decision maker has revealed his or her findings and conclusions.' See also Hawkins v Comcare [2001] FCA 726 ; (2001) 115 FCR 127 at 142 per von Doussa J."
Case421,cited,Times Consultants Pty Ltd v Collector of Customs (Qld) (1987) 76 ALR 313,"The Tribunal's obligation is to give its reasons for its decision in the sense explained earlier. In so doing it is not required to express itself with the precision that might be required of a court of law. As Morling and Wilcox JJ said in Times Consultants Pty Ltd v Collector of Customs (Qld) (1987) 76 ALR 313 (at 328): 'The tribunal is an administrative body and, whilst errors of law made by it are susceptible to correction by this court, its decisions should not be too closely scrutinised for the purpose of searching for errors of law in what may be imprecise language.' In my opinion, the Tribunal made a finding of fact that within six months Mr Homewood would be destitute (absent the disability support pension). It had regard to his asset position in coming to that conclusion. The complaint that it has not adequately disclosed its reasons for so concluding amounts to little more than a complaint about its findings of fact. 46 The Secretary accepted, by reference to [44] of the Tribunal's reasons, that the amount available for Mr Homewood's support could arguably be fixed at a lower range of between $20,000 and $30,000. That is not a reading of the Tribunal's reasons which is particularly generous to Mr Homewood. It is to be noted that the assets giving rise to those figures are comprised of 'coin collections and other collectibles', '20 boxes of items' 'DVDs ...; a motor vehicle worth less than $5,000'. 47 Having regard to the nature of the assets to which the Tribunal adverted in its reasons, its finding that Mr Homewood would be destitute within six months was open to it. That finding formed a base, in principle, for the exercise of the discretion under s 1184K(1) of the Act. The way in which it approached the exercise of that discretion was adequately explained by reference to its finding of fact. While it may be argued that a more elaborate and principled approach by reference to the rules governing the fixing of preclusion periods under the Act would have been preferable, that is not the basis upon which the Tribunal's decision is attacked in this case. It is attacked only on the basis that it has failed to give adequate reasons. In my opinion that challenge is not made out and the application should be dismissed. 48 For the preceding reasons the application is dismissed. The applicant will be required to pay the respondent's costs. I certify that the preceding forty eight (48) numbered paragraphs are a true copy of the Reasons for Judgment herein of the Honourable Justice French. Associate: Dated: 21 June 2006 Counsel for the Applicant: Mr PJ Hanks QC Solicitor for the Applicant: Australian Government Solicitor Counsel for the Respondent: Mr GT Stubbs Solicitor for the Respondent: Dwyer Durack Date of Hearing: 9 June 2006 Date of Judgment: 21 June 2006 AustLII: Copyright Policy | Disclaimers | Privacy Policy | Feedback URL: http://www.austlii.edu.au/au/cases/cth/FCA/2006/779.html"
Case422,discussed,Biscayne Partners Pty Ltd v Valance Corp Pty Ltd [2003] NSWSC 874,"The reasons why a failure to complain may have relevance or may assist in resolution of an issue were stated by Einstein J in Biscayne Partners Pty Ltd v Valance Corp Pty Ltd [2003] NSWSC 874 at [150] . What underlies his Honour's explanation is that a failure to complain may point to a finding of absence of any real ground for complaint or reliance where a plaintiff would be expected to have spoken. But the principle assumes that the person had knowledge of the alleged misrepresentation at the relevant time. That is to say, how can a failure to complain about that which the party was unaware have any real probative value? 13 Whether the failure to complain goes to credit or to an issue in the proceeding will depend on the facts and circumstances of each case. In the present proceedings it may be that the proposed cross-examination goes in some way to the issue of reliance as shown in the authorities relied upon by the respondents. However, in light of the material which the respondents wish to explore as set out in the draft list of proposed topics of cross-examination, I am inclined to the view that the cross-examination will go in some significant respects to Mr Seward's credit. 14 To the extent that the proposed cross-examination will go to credit I am not satisfied that it would have substantial probative value. Moreover, I am not persuaded that a sufficient evidentiary basis has been established on the present motion to warrant reopening cross-examination. In particular, it appears from evidence adduced in the proceedings that in the period from 2001-2002 BWC was suffering increasing financial difficulties but it is not established on this motion that Mr Seward was at that time aware, as the applicants contend, that Quadrant had allowed Mr Blom to present projections to the applicants without revealing that Blom's earlier (and less optimistic) projections had failed. 15 Insofar as the respondents call in aid the ""most walks of life"" ordinary human nature test referred to by Einstein J in Biscayne , the material referred to in the respondents' affidavits on the motion seems to me to be insufficient to justify the exercise of my discretion. I do not consider that the topics listed in the draft list illustrate with a sufficient degree of confidence that the evidence would have sufficient evidentiary value to justify me in exercising my discretion in this matter."
Case423,followed,Brown v Petranker (1991) 22 NSWLR 717,"The principles stated in Brown v Petranker (1991) 22 NSWLR 717 at 728-9 by Clarke JA (with whom Handley JA and Waddell AJA agreed) applied to an application by a party to recall a witness to give further evidence in chief. Nevertheless, in my opinion the overriding principle stated by Clarke JA seems to be the appropriate test. That is, the exercise of the court's discretion is dependent upon whether the interests of justice require leave to be granted or refused. Inquiry includes an examination of any prejudice to the other party; see also R v Gassy (No 3) (2005) 93 SASR 454 at [318]. 8 The principles stated by Jeffrey J in Henning v Lynch [1974] 2 NSWLR 254 at 259, to which Clarke JA referred with approval in Brown v Petranker, also dealt with reopening to tender additional evidence. In my view the test of ""accident, mistake or want of foresight"" to which Jeffrey J referred is only a guiding factor. The overriding consideration is the interests of justice."
Case424,cited,Cordelia Holdings Pty Ltd v Newkey Investments Pty Ltd [2004] FCAFC 48,"The respondents rely upon a number of authorities for the proposition that a failure to complain prior to the commencement of proceedings may be a significant factor from which the court can draw an inference that the party did not rely on any such representation. Thus, it is submitted by the respondents that the proposed cross-examination goes to an issue in the cause rather than to credit; see Dukemaster Pty Ltd v Bluehive Pty Ltd [2002] FCAFC 377 at [58] ; see also Cordelia Holdings Pty Ltd v Newkey Investments Pty Ltd [2004] FCAFC 48 at [71] - [77] ."
Case425,cited,Dukemaster Pty Ltd v Bluehive Pty Ltd [2002] FCAFC 377,"The respondents rely upon a number of authorities for the proposition that a failure to complain prior to the commencement of proceedings may be a significant factor from which the court can draw an inference that the party did not rely on any such representation. Thus, it is submitted by the respondents that the proposed cross-examination goes to an issue in the cause rather than to credit; see Dukemaster Pty Ltd v Bluehive Pty Ltd [2002] FCAFC 377 at [58] ; see also Cordelia Holdings Pty Ltd v Newkey Investments Pty Ltd [2004] FCAFC 48 at [71] - [77] ."
Case426,referred to,Fox v Percy [2003] HCA 22 ; (2003) 214 CLR 118,"It is true, as the High Court said in Fox v Percy [2003] HCA 22 ; (2003) 214 CLR 118 at [31] , that a factual finding should, so far as possible, turn on the basis of ""contemporary materials, objectively established facts and the apparent logic of events"". Nevertheless, I do not see that a sufficient basis has been established to allow the issue of failure to complain to be explored in the manner proposed; nor do I consider that the observations of the High Court in MWJ v The Queen [2005] HCA 74 ; (2005) 222 ALR 436 at [39] - [40] on the application of the rule in Browne v Dunn assist in the resolution of this motion."
Case427,discussed,Henning v Lynch [1974] 2 NSWLR 254,"The principles stated by Jeffrey J in Henning v Lynch [1974] 2 NSWLR 254 at 259, to which Clarke JA referred with approval in Brown v Petranker, also dealt with reopening to tender additional evidence. In my view the test of ""accident, mistake or want of foresight"" to which Jeffrey J referred is only a guiding factor. The overriding consideration is the interests of justice."
Case428,referred to,"Ishac v David Securities Pty Limited (No 5) (unreported, Young J, 24 March 1992)","In Ishac v David Securities Pty Limited (No 5) (unreported, Young J, 24 March 1992) His Honour listed four common situations where it is appropriate to allow further cross-examination. Only the first is relevant to the present case. It is where there is a bona fide omission by cross-examining counsel to deal with the subject and the omission comes to the cross-examiner's attention shortly after the witness has left the witness box. I do not consider that his Honour was attempting to lay down an exhaustive list. Rather, he set out guiding factors for the exercise of the discretion in situations which may be thought commonly to arise."
Case429,considered,MWJ v The Queen [2005] HCA 74 ; (2005) 222 ALR 436,"It is true, as the High Court said in Fox v Percy [2003] HCA 22 ; (2003) 214 CLR 118 at [31] , that a factual finding should, so far as possible, turn on the basis of ""contemporary materials, objectively established facts and the apparent logic of events"". Nevertheless, I do not see that a sufficient basis has been established to allow the issue of failure to complain to be explored in the manner proposed; nor do I consider that the observations of the High Court in MWJ v The Queen [2005] HCA 74 ; (2005) 222 ALR 436 at [39] - [40] on the application of the rule in Browne v Dunn assist in the resolution of this motion."
Case430,cited,R v Gassy (No 3) (2005) 93 SASR 454,"The principles stated in Brown v Petranker (1991) 22 NSWLR 717 at 728-9 by Clarke JA (with whom Handley JA and Waddell AJA agreed) applied to an application by a party to recall a witness to give further evidence in chief. Nevertheless, in my opinion the overriding principle stated by Clarke JA seems to be the appropriate test. That is, the exercise of the court's discretion is dependent upon whether the interests of justice require leave to be granted or refused. Inquiry includes an examination of any prejudice to the other party; see also R v Gassy (No 3) (2005) 93 SASR 454 at [318]."
Case431,followed,Searle v Keayes (1994) 126 ALR 728,"As Tamberlin J said in Searle v Keayes (1994) 126 ALR 728, the trial judge has a discretion whether to permit the recall of witnesses. His Honour pointed out at 729 that ""[o]ne important consideration is that litigation must be resolved and not be the subject of continuous reopening and prolongation""."
Case432,cited,Minister for Immigration and Multicultural and Indigenous Affairs v Nystrom [2006] HCA 50 ; (2006) 228 CLR 566,"As noted earlier, the applicant came to have his transitional (permanent) visa by operation of reg 4 (1) of the Transitional Provisions Regulations, which provided: Subject to regulation 5, [which is not relevant in these proceedings] if, immediately before 1 September 1994, a non-citizen was in Australia as the holder of a permanent entry permit, that entry permit continues in effect on and after 1 September 1994 as a transitional (permanent) visa that permits the holder to remain indefinitely in Australia. The explanatory statement to the Transitional Provisions Regulations stated that reg 4 was ""designed to ensure that, from 1 September 1994, all visas and entry permits held immediately before that date [were] converted into one of two transitional visa classes by operation of law"". The validity of reg 4(1) of the Transitional Provisions Regulations was upheld by the High Court in Minister for Immigration and Multicultural and Indigenous Affairs v Nystrom [2006] HCA 50 ; (2006) 228 CLR 566 at [23] [28]. 30 The Transitional Provisions Regulations were made pursuant to s 40 and s 42 of the 1992 Reform Act (see the discussion in Nystrom at [26]). Relevantly, s 40(5) and s 40(6), provided: (5) The regulations may provide that, from 1 September 1994, visas or permits in a specified Principal Act class and held by specified persons immediately before that date are to continue in effect as visas in a specified amended Act class. (6) The regulations may provide that, from 1 September 1994, specified persons are to be taken to have been granted visas in a specified amended Act class. Paragraph 42 of the explanatory memorandum to the 1992 Reform Bill provides an explanation as to the anticipated effect of s 40(5) and s 40(6): The clause [i.e. the relevant clause of the Migration Reform Bill 1992 which introduced proposed s 40(5) and s 40(6)] also provides that regulations may continue in force visas or entry permits of specified classes which were held immediately before the commencement of the Reform Bill provisions dealing with visas. Related to this provision, the regulations may also deem specified persons to be taken to have been granted visas in a specified class created after the commencement of the Reform Bill provisions dealing with visas. 31 The import of s 40(5) and s 40(6) appears to be that the regulations made pursuant to those provisions may differentiate between visas or permits that are deemed to ""continue in effect"" as at 1 September 1994, and visas that have been deemed to have been ""granted"" to a person as at 1 September 1994. Indeed, and in contradistinction to reg 4.01, reg 9 of the Transitional Provisions Regulations provides that the holders of particular types of visas are deemed to have been granted a transitional (permanent) visa on 1 September 1994. As reg 9 states: A non-citizen who, immediately before 1 September 1994, held an old visa of the kind known as: (a) an Authority to Return; or (b) a Return Endorsement; is taken, on 1 September 1994, to have been granted a transitional (permanent) visa permitting the holder: (c) to travel to and enter Australia within 3 years after each departure from Australia; and (d) to remain indefinitely in Australia. 32 An important element in the applicant's case was that the Minister's power to cancel under the then s 180A (now s 501) of the Principal Act was restricted to visas and entry permits that had been ""granted"" to persons (and not acquired by operation of law) and this manifested a deliberate choice. This proposition is said to be apparent from the temporal proximity between the enactment of the Offences and Undesirable Persons Act and the enactment of the 1992 Reform Act, which as noted earlier, created a distinction between visas that are taken to have been granted and visas that are deemed to continue in effect."
Case433,cited,Hall v Minister for Immigration and Multicultural Affairs [2000] FCA 415 ; (2000) 97 FCR 387,"Reference was made to the decision of Finkelstein J in Hall v Minister for Immigration and Multicultural Affairs [2000] FCA 415 ; (2000) 97 FCR 387 at 394, where his Honour observed (at [29]): ... the power to cancel a visa that is conferred by s 501(2) should, in my opinion, be construed to allow the cancellation of a permit to remain in Australia, which by force of the transitional provisions continues in force as a visa. That is, because permission to remain in Australia granted before the Migration Reform Act continues in force as a visa, it may be cancelled as a visa. Any other construction would result in the absurd position that a non-citizen who constitutes a danger or threat to the Australian community by reason of his or her past criminal conduct could not be removed from Australia. To similar effect were the observations of Kiefel J in Andary v Minister for Immigration &amp; Multicultural Affairs [2002] FCA 1380 at [7] where her Honour said that a transitional (permanent) visa 'was liable to cancellation'."
Case434,cited,Andary v Minister for Immigration &amp; Multicultural Affairs [2002] FCA 1380,"Reference was made to the decision of Finkelstein J in Hall v Minister for Immigration and Multicultural Affairs [2000] FCA 415 ; (2000) 97 FCR 387 at 394, where his Honour observed (at [29]): ... the power to cancel a visa that is conferred by s 501(2) should, in my opinion, be construed to allow the cancellation of a permit to remain in Australia, which by force of the transitional provisions continues in force as a visa. That is, because permission to remain in Australia granted before the Migration Reform Act continues in force as a visa, it may be cancelled as a visa. Any other construction would result in the absurd position that a non-citizen who constitutes a danger or threat to the Australian community by reason of his or her past criminal conduct could not be removed from Australia. To similar effect were the observations of Kiefel J in Andary v Minister for Immigration &amp; Multicultural Affairs [2002] FCA 1380 at [7] where her Honour said that a transitional (permanent) visa 'was liable to cancellation'."
Case435,cited,Moore v Minister for Immigration and Citizenship (2007) 161 FCR 236,"Support for the applicant's contention can be found in the decision in Moore v Minister for Immigration and Citizenship (2007) 161 FCR 236 at 246, where a Full Court observed that the power conferred on the Minister to cancel a visa under s 501 only applies to visas that have been granted to a person. Where a visa has been granted to a person, s 501F(3) operates so that any other visa held by that person is cancelled. On this basis, where an absorbed person visa is cancelled, a transitional (permanent) visa held by that person is also cancelled. However, the Full Court indicated that this process could not operate in reverse. It will be necessary to say something more about this judgment later in these reasons. 13 The applicant also submitted that he had not ""ceased to be an immigrant"" prior to 2 April 1984, and hence has never held an absorbed person visa as contemplated by s 34 of the Principal Act. If so, it was submitted, the applicant is not the holder of an absorbed person visa and is the holder of only one visa, a transitional (permanent) visa, which cannot be cancelled. 14 The Minister submitted that there is no basis for treating the word ""granted"" in s 501(2) as limiting the cancellation power in the way submitted by the applicant. ""Granted"", in the context of s 501(2), encompasses any means by which a person is given or acquires a visa. The word ""granted"", as it appears in s 501(2), should be read as encompassing any means of giving under the law, including giving by statute as well as giving by administrative decision. Indeed, the purpose of the language in question (""granted to a person""), it was submitted, is to distinguish s 501(2), which concerns the cancellation of visas that are already in effect, from s 501(1), which concerns a refusal to grant visas on character grounds. For the purposes of s 501(2), what is significant is that the person has a visa and not the means by which that visa was acquired. 34 It is necessary to say something more about the Full Court judgment in Moore v Minister for Immigration and Citizenship. The observations of the Full Court in [42]-[45] of their reasons entail a fairly unequivocal statement that a power to cancel a visa ""that has been granted"" would not be exercisable in relation to a transitional (permanent) visa because that type of visa had not been ""granted"" or could not be taken to have been granted. However these observations do not, in my opinion, form part of the ratio of the decision. The observations were made in a passage in which the Full Court was discussing ground one in the appeal. At [39], the Full Court indicated that two questions arose in the consideration of ground one. The first was whether the appellant could be taken to have been granted an absorbed person visa (which depended on whether he had been absorbed into the Australian community). The second was if he had not obtained an absorbed person visa, had the Minister effectively cancelled his transitional (permanent) visa. At [60] the Full Court concluded that the appellant had been absorbed into the Australian community well before to April 1984. The Full Court then concluded that the appellant held an absorbed person visa which was taken to have been granted to him. In the result, it was a visa which had been ""granted"" and one the Minister was empowered to cancel. It does not appear to me that this chain of reasoning necessarily depended on a conclusion that the Minister had no power to cancel a visa which had not been granted. 35 Nonetheless, even though these observations do not form part of the ratio of the decision in Moore , it is necessary for me, as a single judge, to give them significant weight. However, I am firmly convinced that the power to cancel conferred by s 501 was intended to be exercisable in relation to a transitional (permanent) visa. In this case, the applicant held such a visa because he had been originally granted an entry permit. When s 180A was enacted in 1992, the applicant held an entry permit that had been granted. That permit could have been cancelled by exercise of the power conferred by s 180A. The removal of the reference to a power to cancel ""a valid entry permit that had been granted"" occurred at a time when, by the combined effect of legislative amendments and the promulgation of regulations, visas became the sole means of conferring a right to remain lawfully in Australia. 36 It is inconceivable, in my view, that the amendments made in 1994 to s 180A were intended to render immune from the power to cancel, an entry permit which had been transmogrified into a transitional (permanent) visa. The power conferred by what was then the renumbered s 501 was plainly intended to authorise the Minister to cancel whatever visa was held by a person who the Minister thought ought no longer be able to remain in Australia having regard to that person's character. Obviously I am not concerned here with the appropriateness of the underlying policy or the way in which the power has been exercised in this or any other case. However, I have no doubt the power is intended to be exercisable in relation to any visa and the words ""that has been granted"" were not intended to condition or limit the power. These words remained as the truncated residue of the formulation first appearing in s 180A, namely ""a valid visa or a valid entry permit that has been granted"". 37 In my opinion, the Minister had power to cancel the applicant's transitional (permanent) visa. I order that the period within which the applicant is to file his application be extended, and the application be dismissed with costs. I certify that the preceding thirty-seven (37) numbered paragraphs are a true copy of the Reasons for Judgment herein of the Honourable Justice Moore. Associate: Dated: 6 June 2008 Counsel for the Applicant: L Karp Solicitor for the Applicant: Kah Lawyers Counsel for the Respondents: G Johnson Solicitor for the Respondents: Australian Government Solicitor Date of Hearing: 29 February 2008 Date of Final Submissions: 14 April 2008 Date of Judgment: 6 June 2008 AustLII: Copyright Policy | Disclaimers | Privacy Policy | Feedback URL: http://www.austlii.edu.au/au/cases/cth/FCA/2008/855.html"
Case436,referred to,Ascot Investments Pty Ltd v Harper [1981] HCA 1 ; (1981) 148 CLR 337,"In Ascot Investments Pty Ltd v Harper [1981] HCA 1 ; (1981) 148 CLR 337 Gibbs CJ said (at 354): 'The general words of ss. 80 and 114 must be understood in the context of the Act, which confers jurisdiction on the Family Court in matrimonial causes and associated matters, and in that context it would be unreasonable to impute to the Parliament an intention to give power to the Family Court to extinguish the rights, and enlarge the obligations, of third parties, in the absence of clear and unambiguous words. It can safely be assumed that the Parliament intended that the powers of the Family Court should be wide enough to prevent either of the parties to a marriage from evading his or her obligations to the other party, but it does not follow that the Parliament intended that the legitimate interests of third parties should be subordinated to the interests of a party to a marriage, or that the Family Court should be able to make orders that would operate to the detriment of third parties. There is nothing in the words of the sections that suggests that the Family Court is intended to have power to defeat or prejudice the rights, or nullify the powers, of third parties, or to require them to perform duties which they were not previously liable to perform. It is one thing to order a party to a marriage to do whatever is within his power to comply with an order of the court, even if what he does may have some effect on the position of third parties, but it is quite another to order third parties to do what they are not legally bound to do.'"
Case437,referred to,Deputy Commissioner of Taxation v Swain (1988) 20 FCR 507,"In The Queen v Ross-Jones; Ex parte Green [1984] HCA 82 ; (1984) 156 CLR 185, Wilson and Dawson JJ said (at 211) (footnotes omitted): 'We should add that even if those proceedings were a matrimonial cause, the Family Court would nevertheless lack the power to grant the relief sought. Apart from any constitutional limitation, it is now authoritatively established that as a matter of construction the general powers of the Family Court are to be understood in the context of the Family Law Act which confers jurisdiction upon the Court in matrimonial causes and associated matters. Those powers, which include the power to grant injunctive relief under s. 114 , are not to be construed so as to confer jurisdiction to defeat the rights, or enlarge the obligations, of persons who are not parties to the marriage involved in the relevant matrimonial cause: Ascot Investments Pty. Ltd. v. Harper .' The principle referred to in the above passages has been applied in a number of cases in this Court and, in particular, it was applied in a context involving the provisions of the Bankruptcy Act in Deputy Commissioner of Taxation v Swain (1988) 20 FCR 507. Davies, Lockhart and Burchett JJ said (at 514): 'A sequestration order reflects a right of a creditor, and creates rights as between a debtor and his creditors and trustee. The Family Court, in the pursuit of its duty (in an appropriate case) to adjust rights as between the parties to a marriage, has no power to deprive other parties of their rights. Its power to deal with the property of the parties over whom it has jurisdiction must start with the property that is theirs, not with property that the law (whether the Bankruptcy Act or some other law) has vested in another.'"
Case438,referred to,Re Boscolo; Ex parte Botany Council (1996) 62 FCR 397,"Thirdly, (in terms of the position before the Amending Act) s 35A of the Bankruptcy Act has been in the Act since 1988 and the above principles did not mean that this Court would never exercise its discretion to transfer proceedings under the Bankruptcy Act to the Family Court. The circumstances of the case might suggest that that course was appropriate even though, once transferred, the Family Court was bound to give full force and effect to the provisions of the Bankruptcy Act : Re Sabri; Ex parte Sabri v Brien (1995) 60 FCR 131. I also refer to Re Boscolo; Ex parte Botany Council (1996) 62 FCR 397 as an example of a case where this Court refused to transfer proceedings to the Family Court."
Case439,referred to,Re Sabri; Ex parte Sabri v Brien (1995) 60 FCR 131,"Thirdly, (in terms of the position before the Amending Act) s 35A of the Bankruptcy Act has been in the Act since 1988 and the above principles did not mean that this Court would never exercise its discretion to transfer proceedings under the Bankruptcy Act to the Family Court. The circumstances of the case might suggest that that course was appropriate even though, once transferred, the Family Court was bound to give full force and effect to the provisions of the Bankruptcy Act : Re Sabri; Ex parte Sabri v Brien (1995) 60 FCR 131. I also refer to Re Boscolo; Ex parte Botany Council (1996) 62 FCR 397 as an example of a case where this Court refused to transfer proceedings to the Family Court. 26 Had this application been made under the law as it stood prior to the enactment of the Amending Act, I would have seen no reason to transfer the proceedings to the Family Court. It is true that the Family Court would have had jurisdiction to hear the trustee's claim by reason of the order for transfer and the provisions of s 35A, but the Family Court would have had no power to make orders altering the ownership interests in the freehold property, leasehold property and speedboat if and once the trustee had brought the transfers within the provisions of s 120 or s 121 of the Bankruptcy Act . If he was unsuccessful in doing that then the ownership interests would remain as they are. Furthermore, there is no existing order of the Family Court that might suggest, as it did in Re Sabri; Ex parte Sabri v Brien , that to avoid the appearance of conflict between orders, the proceedings should be transferred to the Family Court. 27 For the purposes of this case, the important change introduced by the Amending Act is that it gives the Family Court the power to make such orders as it considers appropriate, altering the interests of the bankruptcy trustee in what is referred to as 'the vested bankruptcy property'. It is necessary to examine the amendments in some detail because, as the submissions developed, counsel for Mrs Edge submitted that in pursuing a matrimonial cause the trustee 'had simply issued in the wrong court'. 28 The starting point is the introduction into the Family Law Act of two new paragraphs in the definition of 'matrimonial cause'. For present purposes, paragraph (cb) is the relevant paragraph and it is in the following terms: '(cb) proceedings between: (i) a party to a marriage; (ii) the bankruptcy trustee of a bankrupt party to the marriage; with respect to any vested bankruptcy property in relation to the bankrupt party, being proceedings: (iii) arising out of the marital relationship; or (iv) in relation to concurrent, pending or completed divorce or validity of marriage proceedings between the parties to the marriage; or (v) in relation to the divorce of the parties to the marriage, the annulment of the marriage or the legal separation of the parties to the marriage, being a divorce, annulment or legal separation effected in accordance with the law of an overseas jurisdiction, where that divorce, annulment or legal separation is recognised as valid in Australia under section 104 ;' 29 The term 'vested bankruptcy property' is defined in s 4 of the Family Law Act as follows: '""vested bankruptcy property"" , in relation to a bankrupt, means property of the bankrupt that has vested in the bankruptcy trustee under the Bankruptcy Act 1966 . For this purpose, property has the same meaning as in the Bankruptcy Act 1966 .' 30 By reason of the Amending Act, s 79(1) of the Family Law Act (which is in Part VIII) now reads: '(1) In property settlement proceedings, the court may make such order as it considers appropriate: (a) in the case of proceedings with respect to the property of the parties to the marriage or either of them--altering the interests of the parties to the marriage in the property; or (b) in the case of proceedings with respect to the vested bankruptcy property in relation to a bankrupt party to the marriage--altering the interests of the bankruptcy trustee in the vested bankruptcy property; including: (c) an order for a settlement of property in substitution for any interest in the property; and (d) an order requiring: (i) either or both of the parties to the marriage; or (ii) the relevant bankruptcy trustee (if any); to make, for the benefit of either or both of the parties to the marriage or a child of the marriage, such settlement or transfer of property as the court determines.'"
