case_id,case_outcome,case_title,case_text
Case1183,referred to,S14/2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCA 1153,"In X v Minister for Immigration 116 FCR at 328 [30] the relevant passages sought to be relied on by X had been translated subsequently and were before the Full Court. In a later case Moore J summarised the effect of the authorities: S14/2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCA 1153 (affirmed [2004] FCAFC 171 , although this point was not dealt with by the Full Court). He said at [49] that: ""Circumstances can arise where the failure of a Tribunal to obtain the translation of a document, or at least where it fails to inform the applicant who has furnished the document that it does not propose to rely [on] it because it was not translated and thus deny the applicant an opportunity to explain its contents, will result in a denial of procedural fairness: see X v Minister for Immigration &amp; Multicultural Affairs [2002] FCAFC 3 ; (2002) 116 FCR 319. However generally the Tribunal is not obliged to obtain a translation of documents furnished by the applicant in a foreign language at least in circumstances where the Tribunal ascertains the gist of the material if it is significant: see Cabal v Minister for Immigration &amp; Multicultural Affairs [2001] FCA 546. In the present case the Tribunal asked the applicant, through the interpreter, a series of questions both about the newspaper article and the brother's letter. In so doing it ascertained the gist of each document for the purposes of understanding the way in which the applicant relied on them. Its approach was, in my opinion, unexceptionable."""
Case1184,applied,SZBYR v Minister for Immigration and Citizenship (2007) 235 ALR 609 ; [2007] HCA 26,"Moreover, in my opinion the absence, even today of any translation of the newspaper articles is significant. There is no evidence to indicate that they had anything in them beyond the point which the tribunal recorded as being made by the appellant, namely that they recorded the existence of Ansar Islam. This provides another reason to refuse relief. The absence of such evidence means that no useful result would ensue from the grant of relief desired by the appellant, since there is no reason to think that a further hearing with translated articles would have provided any further information to which the tribunal could have had regard relevant to its exercise of its functions: see SZBYR v Minister for Immigration and Citizenship [2007] FCA 26 ; (2007) 235 ALR 609 at 618 [29] per Gleeson CJ, Gummow, Callinan, Heydon and Crennan JJ. 19 The second ground of appeal focused on the way in which the tribunal expressed its reasoning for rejecting the appellant's second factual account. In particular, in its findings and reasons the tribunal reviewed each of the six matters it had raised with the appellant in its letter of 8 November, determining each of them adversely to him. However, in the course of those determinations the tribunal considered the further explanations and statements made by the appellant at the second hearing. And, on a number of occasions, it modified the harsher view it had explained in its letter as the conclusion to which it was tending at that earlier time. For example, at the second hearing the appellant explained that the account he had given in his interview with the delegate of his dealing with police officers in Pakistan was not different to the account that he had given at the first hearing. The tribunal noted that it later had listened to the tape of the interview with the delegate and found that this partly confirmed the appellant's claim of his dealings with police officers. But, the tribunal came to the view that the inherent improbability of that claim meant that it was not satisfied that the appellant had in fact had the experience that he recounted. 20 Likewise, after the second hearing the tribunal modified its earlier view concerning the appellant's claims about Ansar Islam from not being satisfied that the group existed at all, as recorded in its letter of 8 November, to accepting its existence. But it was not satisfied about the appellant's account of his connection with the group. In particular, the tribunal had noted in its letter of 8 November, as I have set out above, that it found it very difficult to accept that the appellant had not fabricated his story about the group to support a refugee claim."
Case1185,affirmed,SZLSW v Minister of Immigration [2008] FMCA 498,This is an appeal from a decision of the Federal Magistrates Court refusing to grant constitutional writ relief to the appellant in respect of a decision of the Refugee Review Tribunal which affirmed the decision of a delegate of the Minister not to grant the appellant a protection visa: SZLSW v Minister of Immigration [2008] FMCA 498. The appellant was a Pakistani citizen who hailed from the North West Frontier Province. 2 The appellant arrived in Australia in early September 2007 and was detained at the airport because of irregularities perceived with the manner in which he entered. He made an application for a protection visa later in September 2007 and was assisted by the Refugee Advice and Casework Service in doing so. The service continued to represent him up to the time at which the delegate refused his application. He then applied to the tribunal for a review of the delegate's decision with the assistance of a solicitor migration agent. 3 The tribunal held an initial hearing on 6 November 2007 in which a number of concerns with the claims made by the appellant were discussed. At that hearing the tribunal informed the appellant that it would write to him about issues of concern it had raised with him at the hearing and would give him the option either to provide a written submission or to have another hearing at which he could respond or comment on the issues of concern. On 8 November 2007 the tribunal wrote to the appellant confirming those options. The letter outlined detailed issues under six separate headings relating to issues that concerned the tribunal arising from his evidence at the first hearing. The appellant's solicitor migration agent responded advising the tribunal that the appellant wished to attend a further hearing. The tribunal then invited him to do so.
Case1186,followed,Minister for Immigration &amp; Ethnic Affairs v Wu Shan Liang [1996] HCA 6 ; (1996) 185 CLR 259,"The appellant argued that this statement indicated that the tribunal had, in effect, created a reversal of the onus of proof or imposed an onus on the appellant to satisfy it that he had not fabricated an account. He referred to Kopalapillai v Minister for Immigration and Multicultural Affairs [1998] FCA 1126 ; (1998) 86 FCR 547 at 555 F-D where O'Connor, Branson and Marshall JJ noted that under the then provisions of the Act, the tribunal would have been mistaken to adopt a procedure which either placed on an applicant an onus of establishing that he was truthful or was based on the assumption that the purpose of the hearing before it was to discover whether the applicant for review was a truthful person. Undoubtedly, that is still apposite, but the reasons of an administration decision-maker cannot be read in isolation or construed minutely and finely with an eye keenly attuned to the perception of error. Brennan CJ, Toohey, McHugh and Gummow JJ in Minister for Immigration &amp; Ethnic Affairs v Wu Shan Liang [1996] HCA 6 ; (1996) 185 CLR 259 at 272, said that such reasons are meant to inform. They are not to be scrutinised in over-zealous judicial review by seeking to discern whether some inadequacy may be gleaned from the way in which the reasons have been expressed. Their Honours emphasised that the Court was not to turn a judicial review of the exercise of jurisdiction by an executive decision-maker into a merits based review."
Case1187,cited,"Minister for Immigration &amp; Multicultural Affairs, Re; Ex parte Durairajasingham (2000) 168 ALR 407 ; 74 ALJR 405 ; [2000] HCA 1","In Re Minister for Immigration &amp; Multicultural Affairs; Ex parte Durairajasingham (2000) 168 ALR 407 at 423-424 [67]-[70]; [2000] HCA 1 ; 74 ALJR 405 at 417, McHugh J pointed out that it was quintessentially the function of the tribunal to come to a decision about the credibility of an applicant for review. If one took out of context the statement concerning fabrication, that I have quoted in the credibility section of the tribunal's findings and reasons, it may well fall within the criticism noted in Kopalapillai 86 FCR 555 F-G. However, in the context of the reasons as a whole, I am not satisfied that that is a fair or appropriate way to read the tribunal's reasoning on the appellant's credibility."
Case1188,considered,X v Minister for Immigration and Multicultural Affairs [2002] FCAFC 3 ; (2002) 116 FCR 319,"In X v Minister for Immigration and Multicultural Affairs [2002] FCAFC 3 ; (2002) 116 FCR 319 the Full Court considered a situation in which the tribunal had refused to have regard to an applicant for review's diary records of a particular period because they had not been translated. The majority, Gray and Moore JJ, in separate reasons, discussed the obligation of a decision-maker to have regard to untranslated material put before him or her. Gray J referred to the decision of Wilcox, Whitlam and Marshall JJ in Cabal v Minister for Immigration and Multicultural Affairs [2001] FCA 546 at [25] . There the Full Court had noted that the tribunal may be under an obligation to obtain a translation of a particular document which was in a foreign language and whose relevance had been explained to the tribunal. However, in Cabal [2001] FCA 546 at [25] the Full Court held that, in general, the tribunal was not required to translate material in a foreign language or to consider large volumes of material whose relevance was not explained and its failure to do so was not a departure from the process of review mandated by the then provisions of the Act, in particular s 414(1). 12 In X v Minister for Immigration 116 FCR at 328 [30] the relevant passages sought to be relied on by X had been translated subsequently and were before the Full Court. In a later case Moore J summarised the effect of the authorities: S14/2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCA 1153 (affirmed [2004] FCAFC 171 , although this point was not dealt with by the Full Court). He said at [49] that: ""Circumstances can arise where the failure of a Tribunal to obtain the translation of a document, or at least where it fails to inform the applicant who has furnished the document that it does not propose to rely [on] it because it was not translated and thus deny the applicant an opportunity to explain its contents, will result in a denial of procedural fairness: see X v Minister for Immigration &amp; Multicultural Affairs [2002] FCAFC 3 ; (2002) 116 FCR 319. However generally the Tribunal is not obliged to obtain a translation of documents furnished by the applicant in a foreign language at least in circumstances where the Tribunal ascertains the gist of the material if it is significant: see Cabal v Minister for Immigration &amp; Multicultural Affairs [2001] FCA 546. In the present case the Tribunal asked the applicant, through the interpreter, a series of questions both about the newspaper article and the brother's letter. In so doing it ascertained the gist of each document for the purposes of understanding the way in which the applicant relied on them. Its approach was, in my opinion, unexceptionable."""
Case1189,referred to,Australian &amp; International Pilots Association v Qantas Airways Limited (ACN 009 661 901) [2008] FCA 1972,"23 December 2008, I delivered reasons for judgment in this proceeding, published as Australian &amp; International Pilots Association v Qantas Airways Limited (ACN 009 661 901) [2008] FCA 1972. On that occasion, I ordered that the proceeding be listed on a date to be fixed, for further hearing on the outstanding issues referred to in those reasons for judgment. I also directed the parties to bring in minutes of orders reflecting the conclusions reached in the reasons for judgment. The matter has been fixed for hearing today to deal with the questions identified in those reasons for judgment. Those questions were identified at [129] of the reasons for judgment as: When the matter came before me today, counsel for the respective parties provided me with short minutes of order, to which they both consent. The only orders sought are:"
Case1190,referred to,Electrolux Home Products Pty Ltd v The Australian Workers Union [2004] HCA 40 (2004) 221 CLR 309,"to the first of those issues a number of considerations are relevant. In any event, in the consideration of penalty, there were undoubtedly substantial mitigating circumstances in the present case. An important one is that, at the time when the contraventions occurred, both parties had taken the view that the relevant provisions of the certified agreement known as EBA6 were to be regarded, at least potentially, as non-pertaining provisions, and therefore were to be removed from the succeeding agreement (EBA7) by agreement of the parties, in order to ensure the certification of EBA7. The concern about whether those provisions pertained to the relevant employees of Qantas arose as a result of the judgment of the High Court in Electrolux Home Products Pty Ltd v The Australian Workers Union [2004] HCA 40 (2004) 221 CLR 309. The fact that the applicant, a union, was the effective recipient of a benefit from the operation of those provisions apparently caused both parties to assume that they might be non-pertaining provisions. This resulted in the agreement to remove the provisions from EBA7, to ensure the certification of that agreement. In the event, in my reasons for judgment delivered on 23 December 2008, I held that the provisions were enforceable and that breaches of them had occurred. The breaches occurred in the last days of the operation of EBA6. The employees concerned had already approved by ballot in accordance with the Workplace Relations Act the terms of EBA7, from which the supposed non-pertaining provisions had been removed. Application had been made to the Australian Industrial Relations Commission to certify the new agreement. The hearing of that application had been adjourned at the request of the applicant, with the agreement of the respondent, because the applicant's new office-bearers had just taken office. One of the contraventions, the failure to pay Captain Woods his entitlement to salary calculated at the rate applicable to the president of the applicant under the agreement, was simply the result of neglect. The evidence, and the finding that I made, was that the normal process was to pay in arrears at the end of a future pay period but that was never done in Captain Woods' case. As for the other contraventions, they involved failure to release two pilots from their duties in accordance with the provisions of EBA6, to enable them to attend to the applicant's business. The refusal to release them from duties arose principally from a failure to understand the significance of the expression, ""operational requirements,"" in the relevant provisions and to distinguish operational requirements from inconvenience in managing the pilots' roster. As a consequence, it can truly be said that neither of the contraventions was wilful. Each was explicable and the degree of culpability of the respondent is substantially mitigated by that. As for general deterrence, the mitigating factors are such that little purpose would be served by imposing a financial penalty. It certainly is not the case that, in every situation a party can insist on a construction of a provision of an award or certified agreement, later found to be unsustainable, and avoid the imposition of a financial penalty. Nevertheless there are cases where the adoption of a construction that is fairly open permits a court to say that the imposition of a financial penalty would not be appropriate. The special feature of this case is that both parties at the relevant time had taken the position that the relevant provisions of EBA6 were not legally enforceable, because they were non-pertaining pursuant to the Electrolux judgment. In those circumstances, it seems to me, that no purpose of general deterrence would be served by the imposition of a financial penalty. For those reasons the agreement of the parties that no financial penalty is any longer appropriate falls within the proper range to which the Court should have regard in determining issues of penalties. Accordingly, I propose to impose no financial penalty in respect of any of the relevant breaches. The parties are, of course, agreed as I suggested they needed to be, that the respondent is obliged to pay Captain Woods the amount of his underpayment and interest on that amount. Those orders will be made. As I have also said, neither party seeks to visit the question of costs, so that no order for costs will be made, on the assumption that the general rule applies that a proceeding in a matter arising under the Workplace Relations Act does not attract costs. There remains the question of the declarations. I have in the past taken the view, to which I adhere that it is generally inappropriate, to make declarations that do no more than record the findings or conclusions the Court reaches on issues of fact and law in any particular case. I have recognised in the past that, particularly under the Trade Practices Act 1974 (Cth), there has grown up a practice of making declarations which express findings as to contraventions of various provisions. My own view is that that practice is unfortunate, because the declarations so made do not amount to true declarations of right, pursuant to s 21 of the Federal Court of Australia Act 1976 (Cth). A true declaration of right provides the parties with a determination of some controversy on which they can base their future relationships. In the present case, the declarations proposed would at least have the effect of expressing the conclusion that the provisions concerned were enforceable at law. Despite Electrolux , they were not non-pertaining provisions, and were therefore binding on the parties and ought to have been complied with, not only in respect of the particular pilots but in respect of all others. For those reasons I am prepared to depart from my usual antipathy towards declarations and to make orders in the terms sought. The orders I make are as follows: The Court declares that: 1. By failing to pay Captain Ian Woods his salary at the rate calculated in accordance with cl 24.2 of the Qantas Airways Limited Flight Crew (Long Haul) Certified Agreement 2003-2004, in respect of the period from 7 to 15 November 2005, the respondent contravened cl 46.2, coupled with cl 46.6.1 of the Qantas Airways Limited Flight Crew (Long Haul) Certified Agreement 2003-2004. 2. By refusing to release Captain Simon Tuma from his allocated flying duties on 8 November 2005, the respondent contravened cl 45.3.1(a) of the Qantas Airways Limited Flight Crew (Long Haul) Certified Agreement 2003-2004. 3. By refusing to release Captain Ian Smith from his allocated flying duties on 11 November 2005, the respondent contravened cl 45.3.1(a) of the Qantas Airways Limited Flight Crew (Long Haul) Certified Agreement 2003-2004. The Court orders that: The respondent pay to Captain Ian Woods the sum of $1,385.83 (less any applicable tax). The respondent pay to Captain Ian Woods interest on the sum referred to in para 4 above, in the amount of $501.92. 6. Otherwise, the application be dismissed, with no order as to costs. I certify that the preceding fourteen (14) numbered paragraphs are a true copy of the Reasons for Judgment herein of the Honourable Justice Gray. Associate: Dated: 14 May 2009 Counsel for the applicant: Mr S Moore Solicitor for the applicant: AJ Macken &amp; Co Counsel for the respondent: Mr R Kenzie QC with Mr S Meehan Solicitor for the respondent: Blake Dawson Date of Hearing: 27 April 2009 Date of Judgment: 27 April 2009 AustLII: Copyright Policy | Disclaimers | Privacy Policy | Feedback URL: http://www.austlii.edu.au/au/cases/cth/FCA/2009/500.html"
Case1191,referred to,AIPA &amp; Anor v Qantas Airways [2008] FMCA 1008 (2008) 176 IR 453,"were, and are, no prior findings of any relevant contravention of the certified agreement concerned. During the time that my judgment was reserved in this case, the Federal Magistrates Court of Australia imposed a financial penalty on the respondent, at the suit of the applicant, in AIPA &amp; Anor v Qantas Airways [2008] FMCA 1008 (2008) 176 IR 453. In that proceeding the learned federal magistrate found that the respondent had committed three breaches of clauses of EBA7, unrelated to the clauses of EBA6 that were in issue in the present case. The federal magistrate imposed a penalty in respect of the three breaches regarded as arising out of a single course of conduct, of $5,000 whereas the maximum penalty is $33,000. In doing so, at [84], his Honour expressed the view that the breaches were not particularly severe. They concerned conduct subsequent to the conduct in issue in the present case and the judgment was delivered while judgment in the present case was reserved. The respondent has appealed from the federal magistrate's judgment and it is apparent from the notice of appeal that there is a substantial argument about the proper construction of the provisions concerned. Accordingly, the weight of the findings made by the federal magistrate, in considering parallel conduct by the respondent for present purposes, is minimal. In those circumstances and in the light of the applicant's change of position about seeking financial penalties, it is necessary for me to consider the questions of specific and general deterrence. It is apparent that there is no need for specific deterrence in the present case. There is no indication at all that the respondent has ever had an attitude of turning its back on the relevant provisions of certified agreements. There is no occasion for teaching it the lesson that it must have regard to such provisions at all times and must comply with them. Indeed, on the evidence that emerged in the course of this case, it is undoubtedly the fact that the respondent devotes a substantial amount of its resources to ensuring that it complies with certified agreements on a daily basis."
Case1192,cited,Dranichnikov v Minister for Immigration and Multicultural Affairs [2003] HCA 26 ; (2003) 197 ALR 389,"In Dranichnikov v Minister for Immigration and Multicultural Affairs [2003] HCA 26 ; (2003) 197 ALR 389, Kirby J said, at 405, speaking of the functions of the Tribunal: 'The tribunal acts in a generally inquisitorial way. This does not mean that a party before it can simply present the facts and leave it to the tribunal to search out, and find, any available basis which theoretically the Act provides for relief. This Court has rejected that approach to the tribunal's duties. The function of the Tribunal, as of the delegate, is to respond to the case that the applicant advances.' (Footnotes omitted)"
Case1193,referred to,SCAL v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCA 548,"In SCAL v Minister for Immigration and Multicultural and Indigenous Affairs [2003] FCA 548 , von Doussa J said that the Tribunal was not obliged to consider claims that have not been made."
Case1194,cited,NABE v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 263 ; (2004) 219 ALR 27,"The Tribunal's duty in respect of claims of this kind was further considered by the Full Court of this Court in NABE v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 263 ; (2004) 219 ALR 27 (' NABE '). In that case the Full Court at 44 approved a statement by Selway J in SGBB v Minister for Immigration and Multicultural and Indigenous Affairs (2003) 199 ALR 364 where his Honour said that: ' 18 The question, ultimately, is whether the case put by the appellant before the Tribunal has sufficiently raised a relevant issue that the Tribunal should have dealt with.' 45 The Full Court in NABE went on to say at 44: 'This does not mean that the Tribunal is only required to deal with claims expressly articulated by the applicant. It is not obliged to deal with claims which are not articulated and which do not clearly arise from the materials before it.' 46 The appellants' case was based upon a claim of political persecution. Whilst the Tribunal found that a number of threats had been made by particular persons, some of whom were politicians, it found that the motivation for the persecution was a desire to protect 'their own business interests from competition'. There was evidence to support that finding. 47 In any event, the Tribunal found that the threats did not amount to serious harm within the meaning of s 91R of the Act. In view of the fact that the Tribunal rejected the appellants' claim that the senior political figure visited his home and carried out the threats and the attack on his father-in-law, such a finding was open to the Tribunal."
Case1195,referred to,Abebe v The Commonwealth [1999] HCA 14 ; (1999) 197 CLR 510,"The appellants have argued that the Tribunal did not 'alert them' or 'canvass fully' the appellants' claimed link between membership of the social group of businessmen and membership of the political entity. However, the Tribunal did not have the responsibility of advancing a case for the appellants: Abebe v The Commonwealth [1999] HCA 14 ; (1999) 197 CLR 510; Re Ruddock; ex parte Applicant S154/2002 (2003) 201 ALR 437."
Case1196,referred to,Re Ruddock; ex parte Applicant S154/2002 (2003) 201 ALR 437,"The appellants have argued that the Tribunal did not 'alert them' or 'canvass fully' the appellants' claimed link between membership of the social group of businessmen and membership of the political entity. However, the Tribunal did not have the responsibility of advancing a case for the appellants: Abebe v The Commonwealth [1999] HCA 14 ; (1999) 197 CLR 510; Re Ruddock; ex parte Applicant S154/2002 (2003) 201 ALR 437."
Case1197,cited,Minister for Immigration and Multicultural and Indigenous Affairs v Lay Lat [2006] FCAFC 61 ; (2006) 151 FCR 214,The Tribunal's responsibility in the conduct of the hearing was governed by s 422B of the Act. The common law natural justice hearing rule has been excluded by operation of that section. It did not apply in the hearing by the Tribunal: Minister for Immigration and Multicultural and Indigenous Affairs v Lay Lat [2006] FCAFC 61 ; (2006) 151 FCR 214; SZCIJ v Minister for Immigration and Multicultural Affairs [2006] FCAFC 62.
Case1198,cited,SZCIJ v Minister for Immigration and Multicultural Affairs [2006] FCAFC 62,The Tribunal's responsibility in the conduct of the hearing was governed by s 422B of the Act. The common law natural justice hearing rule has been excluded by operation of that section. It did not apply in the hearing by the Tribunal: Minister for Immigration and Multicultural and Indigenous Affairs v Lay Lat [2006] FCAFC 61 ; (2006) 151 FCR 214; SZCIJ v Minister for Immigration and Multicultural Affairs [2006] FCAFC 62.
Case1199,referred to,Applicant VEAL of 2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2005] HCA 72 ; (2005) 222 ALR 411,"Because of the provisions of s 422B of the Act, there was no common law duty of the kind addressed in Applicant VEAL of 2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2005] HCA 72 ; (2005) 222 ALR 411. If I am wrong about that and a common law duty arose, notwithstanding the provisions of s 422B, the duty was discharged because the male appellant was given copies of the 'dob in' letters."
Case1200,referred to,QAAC of 2004 v Refugee Review Tribunal [2005] FCAFC 92,"Section 424A does not apply to country information: QAAC of 2004 v Refugee Review Tribunal [2005] FCAFC 92 ; WAJW v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 330. For those reasons, s 424A was not breached by the Tribunal. None of the grounds identified by the appellants have been made out."
Case1201,referred to,WAJW v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 330,"Section 424A does not apply to country information: QAAC of 2004 v Refugee Review Tribunal [2005] FCAFC 92 ; WAJW v Minister for Immigration and Multicultural and Indigenous Affairs [2004] FCAFC 330. For those reasons, s 424A was not breached by the Tribunal. None of the grounds identified by the appellants have been made out."
Case1202,applied,SAAP &amp; Another v Minister for Immigration and Multicultural and Indigenous Affairs [2005] HCA 24 ; (2005) 215 ALR 162,"Section 424A is in mandatory terms. A breach of s 424A will constitute jurisdictional error: SAAP &amp; Another v Minister for Immigration and Multicultural and Indigenous Affairs [2005] HCA 24 ; (2005) 215 ALR 162. 79 In VBAM of 2002 v Minister for Immigration and Multicultural Affairs [2003] FCA 504 which was decided before SAAP , Gray J held that there was no obligation on the Tribunal to give notice under s 424A where the Tribunal intended to rely on contradictory evidence of a witness called by the applicant. He held that their evidence was information that the applicant gave for the purposes of the application. That decision is inconsistent with the remarks of Lee J (agreed to by Tamberlin J; Dowsett J dissenting) in the later decision of the Full Court in Applicant M164/2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCAFC 16. Branson J followed that later decision in SZECG v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 733. In that case, Branson J held that the appellant had not given information to the Tribunal by advising the Tribunal that he wanted the Tribunal to take evidence from his father. A different conclusion in relation to the evidence of a witness was arrived at in SZAQI v Minister for Immigration and Multicultural Affairs [2006] FCA 1653. The applicant's evidence in that case was contradicted by a witness who the applicant asked to be called in a letter written to the Tribunal. Bennett J contrasted that situation where evidence was 'called by the Tribunal as part of its inquisitorial function (cf SAAP)'. She referred to Applicant M164/2002 and said at [24]: 'Accordingly, I do not take Lee J as finding that evidence of a witness called by the applicant needs to be provided in writing to an applicant by reason of s 424A(1) of the Act. That information is evidence given by the applicant to the Tribunal within s 424A(3)(b) of the Act.'"
Case1203,distinguished,MZWMQ v Minister for Immigration and Multicultural and Indigenous Affairs [2005] FCA 1263,"Reference was made to a line of cases where the Tribunal had more than one applicant before it and a dependent applicant gave evidence which contradicted or tended to contradict the primary applicant's case. In MZWMQ v Minister for Immigration and Multicultural and Indigenous Affairs [2005] FCA 1263 , the applicant's husband was also an applicant (a dependent applicant) before the Tribunal and gave evidence. Marshall J held that the husband was also an applicant. Section 424A(3)(b) excused the Tribunal from giving the applicant written notice of her husband's evidence. That decision was followed by Young J in Applicant M47/2004 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 176. The proposition was doubted but not finally decided by Nicholson and Emmett JJ in SZBWJ v Minister for Immigration and Multicultural Affairs [2006] FCAFC 13. 80 The authorities are not at one in relation to the Tribunal's obligations under s 424A of the Act. However, this is not a case where there was one hearing at which there was more than one applicant including a dependent applicant. These were separate hearings with separate applicants. In those circumstances, this case can be distinguished from MZWMQ and M47/2004 . Nor is this a case where the applicant asked for a witness' evidence to be received during the hearing. For that reason, the decisions in VBAM of 2002 , Applicant M164/2002, SZECG and SZAQI are also not directly relevant to the circumstances of this case."
Case1204,distinguished,Applicant M47/2004 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 176,"Reference was made to a line of cases where the Tribunal had more than one applicant before it and a dependent applicant gave evidence which contradicted or tended to contradict the primary applicant's case. In MZWMQ v Minister for Immigration and Multicultural and Indigenous Affairs [2005] FCA 1263 , the applicant's husband was also an applicant (a dependent applicant) before the Tribunal and gave evidence. Marshall J held that the husband was also an applicant. Section 424A(3)(b) excused the Tribunal from giving the applicant written notice of her husband's evidence. That decision was followed by Young J in Applicant M47/2004 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 176. The proposition was doubted but not finally decided by Nicholson and Emmett JJ in SZBWJ v Minister for Immigration and Multicultural Affairs [2006] FCAFC 13. 80 The authorities are not at one in relation to the Tribunal's obligations under s 424A of the Act. However, this is not a case where there was one hearing at which there was more than one applicant including a dependent applicant. These were separate hearings with separate applicants. In those circumstances, this case can be distinguished from MZWMQ and M47/2004 . Nor is this a case where the applicant asked for a witness' evidence to be received during the hearing. For that reason, the decisions in VBAM of 2002 , Applicant M164/2002, SZECG and SZAQI are also not directly relevant to the circumstances of this case."
Case1205,distinguished,SZBWJ v Minister for Immigration and Multicultural Affairs [2006] FCAFC 13,"Reference was made to a line of cases where the Tribunal had more than one applicant before it and a dependent applicant gave evidence which contradicted or tended to contradict the primary applicant's case. In MZWMQ v Minister for Immigration and Multicultural and Indigenous Affairs [2005] FCA 1263 , the applicant's husband was also an applicant (a dependent applicant) before the Tribunal and gave evidence. Marshall J held that the husband was also an applicant. Section 424A(3)(b) excused the Tribunal from giving the applicant written notice of her husband's evidence. That decision was followed by Young J in Applicant M47/2004 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 176. The proposition was doubted but not finally decided by Nicholson and Emmett JJ in SZBWJ v Minister for Immigration and Multicultural Affairs [2006] FCAFC 13."
Case1206,distinguished,VBAM of 2002 v Minister for Immigration and Multicultural Affairs [2003] FCA 504,"In VBAM of 2002 v Minister for Immigration and Multicultural Affairs [2003] FCA 504 which was decided before SAAP , Gray J held that there was no obligation on the Tribunal to give notice under s 424A where the Tribunal intended to rely on contradictory evidence of a witness called by the applicant. He held that their evidence was information that the applicant gave for the purposes of the application. That decision is inconsistent with the remarks of Lee J (agreed to by Tamberlin J; Dowsett J dissenting) in the later decision of the Full Court in Applicant M164/2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCAFC 16. Branson J followed that later decision in SZECG v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 733. In that case, Branson J held that the appellant had not given information to the Tribunal by advising the Tribunal that he wanted the Tribunal to take evidence from his father. A different conclusion in relation to the evidence of a witness was arrived at in SZAQI v Minister for Immigration and Multicultural Affairs [2006] FCA 1653. The applicant's evidence in that case was contradicted by a witness who the applicant asked to be called in a letter written to the Tribunal. Bennett J contrasted that situation where evidence was 'called by the Tribunal as part of its inquisitorial function (cf SAAP)'. She referred to Applicant M164/2002 and said at [24]: 'Accordingly, I do not take Lee J as finding that evidence of a witness called by the applicant needs to be provided in writing to an applicant by reason of s 424A(1) of the Act. That information is evidence given by the applicant to the Tribunal within s 424A(3)(b) of the Act.' 80 The authorities are not at one in relation to the Tribunal's obligations under s 424A of the Act. However, this is not a case where there was one hearing at which there was more than one applicant including a dependent applicant. These were separate hearings with separate applicants. In those circumstances, this case can be distinguished from MZWMQ and M47/2004 . Nor is this a case where the applicant asked for a witness' evidence to be received during the hearing. For that reason, the decisions in VBAM of 2002 , Applicant M164/2002, SZECG and SZAQI are also not directly relevant to the circumstances of this case."
Case1207,distinguished,Applicant M164/2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCAFC 16,"In VBAM of 2002 v Minister for Immigration and Multicultural Affairs [2003] FCA 504 which was decided before SAAP , Gray J held that there was no obligation on the Tribunal to give notice under s 424A where the Tribunal intended to rely on contradictory evidence of a witness called by the applicant. He held that their evidence was information that the applicant gave for the purposes of the application. That decision is inconsistent with the remarks of Lee J (agreed to by Tamberlin J; Dowsett J dissenting) in the later decision of the Full Court in Applicant M164/2002 v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCAFC 16. Branson J followed that later decision in SZECG v Minister for Immigration and Multicultural and Indigenous Affairs [2006] FCA 733. In that case, Branson J held that the appellant had not given information to the Tribunal by advising the Tribunal that he wanted the Tribunal to take evidence from his father. A different conclusion in relation to the evidence of a witness was arrived at in SZAQI v Minister for Immigration and Multicultural Affairs [2006] FCA 1653. The applicant's evidence in that case was contradicted by a witness who the applicant asked to be called in a letter written to the Tribunal. Bennett J contrasted that situation where evidence was 'called by the Tribunal as part of its inquisitorial function (cf SAAP)'. She referred to Applicant M164/2002 and said at [24]: 'Accordingly, I do not take Lee J as finding that evidence of a witness called by the applicant needs to be provided in writing to an applicant by reason of s 424A(1) of the Act. That information is evidence given by the applicant to the Tribunal within s 424A(3)(b) of the Act.'"
